@relation donem_ornek

@attribute DonemTipi {Gunluk,Aylik,Yillik}
@attribute Ay {Ocak,Subat,Mart,Nisan,Mayis,Haziran,Temmuz,Agustos,Eylul,Ekim,Kasim,Aralik}
@attribute Yas numeric
@attribute Class {A,B,C}

@data
Gunluk,Ekim,32,C
Gunluk,Temmuz,60,C
Aylik,Kasim,56,C
Aylik,Agustos,40,B
Aylik,Nisan,45,B
Gunluk,Haziran,52,C
Aylik,Aralik,36,B
Yillik,Ekim,31,C
Yillik,Haziran,18,C
Yillik,Subat,26,C
Gunluk,Mart,62,C
Aylik,Subat,59,C
Aylik,Kasim,37,B
Aylik,Agustos,55,C
Yillik,Agustos,44,C
Aylik,Nisan,27,C
Aylik,Aralik,40,B
Gunluk,Agustos,23,A
Gunluk,Aralik,35,C
Yillik,Agustos,20,C
Aylik,Ocak,48,B
Yillik,Mart,60,C
Yillik,Agustos,27,C
Aylik,Subat,45,B
Aylik,Mart,46,B
Aylik,Subat,26,C
Gunluk,Nisan,29,A
Gunluk,Kasim,20,A
Gunluk,Kasim,61,C
Aylik,Eylul,56,C
Aylik,Ekim,30,B
Gunluk,Ocak,50,C
Gunluk,Temmuz,61,C
Aylik,Ekim,39,B
Gunluk,Mayis,36,C
Yillik,Mayis,66,C
Gunluk,Mart,43,C
Yillik,Aralik,25,C
Gunluk,Haziran,54,C
Gunluk,Nisan,25,A
Yillik,Agustos,43,C
Aylik,Subat,27,C
Aylik,Kasim,58,C
Gunluk,Kasim,30,C
Aylik,Ocak,58,C
Aylik,Mayis,46,B
Gunluk,Temmuz,20,A
Yillik,Aralik,28,C
Yillik,Haziran,65,C
Aylik,Eylul,50,C
Yillik,Subat,60,C
Gunluk,Haziran,38,C
Aylik,Haziran,54,C
Yillik,Subat,62,C
Gunluk,Ocak,60,C
Aylik,Mayis,29,C
Aylik,Eylul,41,B
Gunluk,Temmuz,61,C
Aylik,Haziran,50,C
Gunluk,Temmuz,59,C
Yillik,Temmuz,43,C
Yillik,Nisan,61,C
Aylik,Kasim,60,C
Yillik,Kasim,64,C
Yillik,Agustos,52,C
Yillik,Eylul,45,C
Gunluk,Mayis,34,C
Aylik,Kasim,63,C
Aylik,Ekim,38,B
Gunluk,Mayis,57,C
Yillik,Ocak,61,C
Yillik,Subat,66,C
Aylik,Eylul,57,C
Yillik,Kasim,39,C
Aylik,Subat,45,B
Gunluk,Nisan,18,A
Aylik,Ekim,32,B
Gunluk,Agustos,29,A
Gunluk,Mayis,49,C
Aylik,Subat,36,B
Aylik,Haziran,29,C
Gunluk,Haziran,34,C
Aylik,Kasim,63,C
Aylik,Mart,45,B
Gunluk,Mayis,44,C
Yillik,Mayis,36,C
Aylik,Ocak,60,C
Yillik,Eylul,24,C
Aylik,Nisan,55,C
Aylik,Temmuz,31,B
Gunluk,Haziran,60,C
Aylik,Eylul,19,C
Gunluk,Nisan,29,A
Aylik,Haziran,54,C
Yillik,Subat,29,C
Yillik,Aralik,63,C
Aylik,Haziran,48,B
Gunluk,Ekim,54,C
Yillik,Ekim,64,C
Gunluk,Ekim,58,C
Aylik,Nisan,52,C
Aylik,Ekim,48,B
Aylik,Eylul,24,C
Yillik,Haziran,65,C
Aylik,Mayis,49,B
Aylik,Aralik,44,B
Yillik,Haziran,35,C
Yillik,Subat,48,C
Yillik,Subat,24,C
Aylik,Ocak,55,C
Aylik,Temmuz,26,C
Aylik,Subat,43,B
Yillik,Eylul,25,C
Aylik,Mart,59,C
Yillik,Temmuz,42,C
Yillik,Mart,38,C
Aylik,Ekim,67,C
Yillik,Eylul,45,C
Aylik,Aralik,41,B
Gunluk,Mayis,49,C
Gunluk,Agustos,52,C
Aylik,Ocak,32,B
Yillik,Eylul,63,C
Gunluk,Eylul,67,C
Gunluk,Ekim,61,C
Gunluk,Eylul,42,C
Aylik,Haziran,18,C
Yillik,Mayis,30,C
Aylik,Nisan,49,B
Aylik,Eylul,24,C
Gunluk,Nisan,59,C
Yillik,Mart,22,C
Gunluk,Kasim,25,A
Aylik,Ocak,40,B
Gunluk,Mayis,54,C
Yillik,Ocak,66,C
Yillik,Ocak,59,C
Aylik,Haziran,29,C
Aylik,Ekim,24,C
Aylik,Nisan,63,C
Gunluk,Mayis,48,C
Gunluk,Agustos,44,C
Yillik,Eylul,64,C
Yillik,Aralik,35,C
Aylik,Ocak,40,B
Aylik,Mart,51,C
Gunluk,Subat,30,C
Aylik,Mart,59,C
Gunluk,Ocak,26,A
Yillik,Kasim,48,C
Gunluk,Eylul,33,C
Gunluk,Subat,32,C
Gunluk,Subat,27,A
Yillik,Subat,20,C
Gunluk,Ocak,59,C
Yillik,Mart,55,C
Yillik,Mayis,33,C
Aylik,Temmuz,60,C
Yillik,Aralik,53,C
Yillik,Subat,28,C
Aylik,Mart,25,C
Gunluk,Eylul,21,A
Yillik,Agustos,41,C
Aylik,Mayis,45,B
Gunluk,Ocak,59,C
Gunluk,Agustos,28,A
Gunluk,Subat,21,A
Aylik,Kasim,47,B
Yillik,Agustos,33,C
Yillik,Ocak,27,C
Yillik,Subat,28,C
Aylik,Ekim,56,C
Aylik,Haziran,34,B
Yillik,Mayis,55,C
Aylik,Kasim,35,B
Aylik,Temmuz,35,B
Aylik,Mayis,36,B
Gunluk,Haziran,53,C
Yillik,Agustos,45,C
Yillik,Haziran,56,C
Gunluk,Ekim,46,C
Gunluk,Eylul,42,C
Aylik,Nisan,61,C
Aylik,Mart,19,C
Aylik,Ocak,63,C
Gunluk,Mayis,20,A
Aylik,Temmuz,58,C
Yillik,Agustos,61,C
Yillik,Agustos,34,C
Aylik,Ekim,64,C
Gunluk,Nisan,26,A
Aylik,Mart,23,C
Yillik,Ekim,50,C
Yillik,Temmuz,45,C
Yillik,Aralik,67,C
Gunluk,Nisan,33,C
Gunluk,Kasim,42,C
Yillik,Ocak,38,C
Gunluk,Nisan,49,C
Yillik,Aralik,51,C
Aylik,Ekim,30,B
Yillik,Aralik,26,C
Yillik,Haziran,55,C
Yillik,Aralik,18,C
Aylik,Mart,65,C
Yillik,Aralik,31,C
Aylik,Nisan,58,C
Gunluk,Aralik,23,A
Aylik,Subat,61,C
Aylik,Eylul,29,C
Gunluk,Subat,52,C
Aylik,Agustos,34,B
Aylik,Mayis,28,C
Aylik,Mayis,32,B
Aylik,Temmuz,34,B
Yillik,Subat,67,C
Aylik,Haziran,26,C
Gunluk,Temmuz,43,C
Gunluk,Nisan,29,A
Aylik,Kasim,51,C
Aylik,Mayis,64,C
Yillik,Ocak,64,C
Yillik,Mayis,42,C
Gunluk,Nisan,27,A
Gunluk,Ocak,38,C
Yillik,Subat,47,C
Gunluk,Ekim,57,C
Aylik,Nisan,56,C
Yillik,Subat,18,C
Yillik,Subat,22,C
Aylik,Ekim,43,B
Yillik,Mart,40,C
Yillik,Aralik,19,C
Yillik,Mart,39,C
Aylik,Ekim,28,C
Yillik,Kasim,65,C
Aylik,Ekim,49,B
Gunluk,Ocak,33,C
Yillik,Aralik,63,C
Gunluk,Kasim,25,A
Aylik,Mart,22,C
Gunluk,Aralik,45,C
Aylik,Kasim,34,B
Yillik,Haziran,66,C
Gunluk,Mayis,60,C
Aylik,Haziran,22,C
Aylik,Aralik,43,B
Gunluk,Eylul,64,C
Gunluk,Aralik,67,C
Aylik,Temmuz,39,B
Yillik,Mart,34,C
Yillik,Aralik,55,C
Yillik,Haziran,67,C
Aylik,Nisan,56,C
Gunluk,Aralik,54,C
Gunluk,Agustos,52,C
Yillik,Ocak,41,C
Aylik,Temmuz,33,B
Aylik,Aralik,59,C
Gunluk,Ekim,63,C
Gunluk,Aralik,43,C
Yillik,Ekim,59,C
Aylik,Mayis,42,B
Gunluk,Eylul,54,C
Gunluk,Ocak,32,C
Aylik,Aralik,33,B
Gunluk,Haziran,19,A
Gunluk,Subat,35,C
Gunluk,Mayis,25,A
Yillik,Mayis,48,C
Gunluk,Eylul,49,C
Gunluk,Nisan,37,C
Gunluk,Eylul,26,A
Aylik,Ekim,41,B
Yillik,Temmuz,41,C
Aylik,Mart,36,B
Gunluk,Agustos,19,A
Gunluk,Kasim,41,C
Aylik,Agustos,38,B
Yillik,Ocak,28,C
Yillik,Aralik,31,C
Yillik,Haziran,57,C
Yillik,Nisan,54,C
Gunluk,Agustos,61,C
Gunluk,Mayis,44,C
Gunluk,Subat,55,C
Gunluk,Eylul,19,A
Gunluk,Nisan,22,A
Aylik,Ekim,38,B
Yillik,Haziran,67,C
Aylik,Agustos,31,B
Aylik,Eylul,46,B
Gunluk,Ekim,33,C
Yillik,Nisan,67,C
Yillik,Agustos,45,C
Aylik,Haziran,57,C
Gunluk,Subat,25,A
Gunluk,Nisan,20,A
Aylik,Kasim,65,C
Yillik,Mayis,39,C
Gunluk,Subat,18,A
Gunluk,Ekim,40,C
Yillik,Ocak,62,C
Aylik,Kasim,58,C
Aylik,Subat,45,B
Yillik,Aralik,57,C
Aylik,Subat,63,C
Yillik,Kasim,31,C
Gunluk,Aralik,59,C
Gunluk,Haziran,34,C
Aylik,Haziran,40,B
Gunluk,Ekim,66,C
Aylik,Aralik,32,B
Yillik,Kasim,45,C
Aylik,Temmuz,46,B
Aylik,Haziran,57,C
Aylik,Agustos,42,B
Gunluk,Mayis,52,C
Gunluk,Aralik,48,C
Gunluk,Agustos,48,C
Yillik,Ekim,51,C
Gunluk,Mayis,54,C
Aylik,Mayis,67,C
Yillik,Mayis,67,C
Aylik,Agustos,56,C
Yillik,Subat,49,C
Gunluk,Nisan,55,C
Aylik,Haziran,23,C
Yillik,Ekim,22,C
Gunluk,Eylul,52,C
Gunluk,Aralik,49,C
Gunluk,Aralik,46,C
Aylik,Haziran,46,B
Yillik,Ocak,22,C
Yillik,Ocak,59,C
Yillik,Kasim,66,C
Yillik,Eylul,39,C
Yillik,Eylul,62,C
Gunluk,Aralik,42,C
Aylik,Subat,38,B
Yillik,Temmuz,54,C
Aylik,Ekim,33,B
Yillik,Kasim,25,C
Aylik,Agustos,44,B
Yillik,Mart,46,C
Gunluk,Temmuz,60,C
Gunluk,Mayis,26,A
Gunluk,Ekim,21,A
Gunluk,Nisan,43,C
Aylik,Nisan,47,B
Yillik,Agustos,48,C
Gunluk,Nisan,67,C
Yillik,Kasim,47,C
Yillik,Kasim,37,C
Yillik,Agustos,39,C
Yillik,Mart,43,C
Yillik,Ocak,18,C
Gunluk,Temmuz,67,C
Yillik,Eylul,42,C
Yillik,Ocak,39,C
Yillik,Ekim,23,C
Aylik,Temmuz,39,B
Aylik,Eylul,57,C
Gunluk,Agustos,45,C
Yillik,Haziran,57,C
Gunluk,Temmuz,25,A
Gunluk,Nisan,62,C
Yillik,Eylul,51,C
Aylik,Temmuz,20,C
Aylik,Eylul,62,C
Gunluk,Eylul,38,C
Aylik,Ocak,30,B
Aylik,Temmuz,47,B
Yillik,Ekim,19,C
Aylik,Kasim,29,C
Gunluk,Haziran,46,C
Gunluk,Haziran,54,C
Aylik,Haziran,56,C
Gunluk,Nisan,63,C
Aylik,Aralik,45,B
Aylik,Haziran,59,C
Aylik,Kasim,42,B
Gunluk,Mayis,52,C
Yillik,Nisan,41,C
Aylik,Eylul,21,C
Yillik,Subat,50,C
Yillik,Temmuz,29,C
Gunluk,Haziran,47,C
Yillik,Mart,23,C
Aylik,Subat,26,C
Gunluk,Temmuz,44,C
Aylik,Subat,38,B
Gunluk,Mayis,58,C
Aylik,Ocak,63,C
Yillik,Haziran,64,C
Yillik,Aralik,41,C
Aylik,Aralik,51,C
Aylik,Subat,28,C
Gunluk,Kasim,46,C
Aylik,Ocak,38,B
Aylik,Kasim,54,C
Yillik,Ekim,60,C
Aylik,Eylul,31,B
Yillik,Temmuz,44,C
Aylik,Eylul,57,C
Yillik,Nisan,28,C
Aylik,Mayis,37,B
Yillik,Subat,27,C
Yillik,Nisan,61,C
Gunluk,Temmuz,44,C
Aylik,Subat,34,B
Aylik,Mayis,34,B
Gunluk,Aralik,63,C
Yillik,Subat,62,C
Gunluk,Mayis,20,A
Aylik,Temmuz,23,C
Yillik,Haziran,55,C
Gunluk,Haziran,46,C
Aylik,Agustos,41,B
Yillik,Haziran,52,C
Yillik,Ocak,46,C
Yillik,Eylul,19,C
Gunluk,Mayis,30,C
Yillik,Ekim,34,C
Yillik,Temmuz,44,C
Aylik,Agustos,63,C
Gunluk,Mart,43,C
Gunluk,Aralik,62,C
Aylik,Eylul,27,C
Aylik,Temmuz,40,B
Yillik,Subat,39,C
Gunluk,Temmuz,63,C
Aylik,Haziran,63,C
Yillik,Eylul,25,C
Gunluk,Ocak,65,C
Aylik,Nisan,18,C
Yillik,Mayis,24,C
Gunluk,Mart,57,C
Yillik,Subat,49,C
Yillik,Haziran,51,C
Aylik,Subat,19,C
Aylik,Ekim,27,C
Gunluk,Ocak,37,C
Aylik,Nisan,25,C
Yillik,Subat,21,C
Gunluk,Mayis,37,C
Yillik,Haziran,44,C
Yillik,Subat,24,C
Gunluk,Mayis,62,C
Aylik,Agustos,53,C
Gunluk,Eylul,29,A
Aylik,Kasim,57,C
Aylik,Ekim,27,C
Gunluk,Temmuz,32,C
Aylik,Aralik,19,C
Gunluk,Eylul,59,C
Gunluk,Mayis,30,C
Aylik,Kasim,21,C
Aylik,Agustos,32,B
Gunluk,Mayis,61,C
Aylik,Agustos,49,B
Yillik,Mart,56,C
Yillik,Nisan,38,C
Yillik,Subat,54,C
Gunluk,Temmuz,26,A
Aylik,Ocak,32,B
Gunluk,Nisan,38,C
Yillik,Eylul,64,C
Gunluk,Mart,22,A
Gunluk,Mart,50,C
Yillik,Subat,19,C
Aylik,Haziran,34,B
Aylik,Haziran,23,C
Aylik,Aralik,53,C
Gunluk,Temmuz,18,A
Aylik,Eylul,22,C
Gunluk,Haziran,31,C
Yillik,Temmuz,20,C
Aylik,Mayis,49,B
Aylik,Ocak,49,B
Gunluk,Temmuz,64,C
Aylik,Aralik,20,C
Yillik,Agustos,29,C
Yillik,Ekim,42,C
Aylik,Aralik,28,C
Aylik,Agustos,34,B
Gunluk,Kasim,24,A
Gunluk,Temmuz,59,C
Gunluk,Ekim,63,C
Aylik,Temmuz,21,C
Aylik,Ekim,53,C
Yillik,Subat,39,C
Gunluk,Temmuz,34,C
Aylik,Agustos,44,B
Gunluk,Haziran,24,A
Gunluk,Temmuz,54,C
Aylik,Ekim,54,C
Aylik,Kasim,24,C
Gunluk,Subat,30,C
Aylik,Nisan,41,B
Aylik,Mart,24,C
Aylik,Agustos,39,B
Gunluk,Nisan,20,A
Aylik,Aralik,28,C
Yillik,Temmuz,44,C
Aylik,Mayis,42,B
Gunluk,Kasim,49,C
Gunluk,Agustos,36,C
Aylik,Kasim,32,B
Yillik,Ekim,50,C
Aylik,Mayis,35,B
Yillik,Mart,56,C
Yillik,Ekim,51,C
Aylik,Eylul,59,C
Gunluk,Agustos,41,C
Aylik,Haziran,63,C
Aylik,Ocak,52,C
Gunluk,Nisan,43,C
Yillik,Temmuz,47,C
Aylik,Temmuz,38,B
Gunluk,Haziran,31,C
Aylik,Mart,59,C
Aylik,Aralik,20,C
Aylik,Kasim,44,B
Yillik,Ocak,51,C
Gunluk,Agustos,67,C
Yillik,Agustos,42,C
Gunluk,Haziran,45,C
Gunluk,Aralik,29,A
Aylik,Subat,47,B
Aylik,Mart,26,C
Aylik,Agustos,19,C
Aylik,Ocak,58,C
Yillik,Eylul,29,C
Gunluk,Ocak,41,C
Gunluk,Ekim,39,C
Gunluk,Subat,20,A
Gunluk,Aralik,45,C
Aylik,Subat,44,B
Aylik,Haziran,43,B
Gunluk,Eylul,51,C
Gunluk,Mayis,55,C
Gunluk,Temmuz,21,A
Yillik,Subat,45,C
Yillik,Subat,61,C
Aylik,Agustos,21,C
Gunluk,Ocak,25,A
Aylik,Kasim,25,C
Aylik,Subat,30,B
Gunluk,Kasim,39,C
Gunluk,Agustos,47,C
Aylik,Ekim,19,C
Gunluk,Ekim,34,C
Aylik,Aralik,58,C
Yillik,Ocak,63,C
Aylik,Aralik,46,B
Gunluk,Subat,35,C
Aylik,Eylul,34,B
Yillik,Mayis,41,C
Aylik,Temmuz,31,B
Yillik,Aralik,31,C
Gunluk,Aralik,44,C
Aylik,Kasim,27,C
Aylik,Haziran,58,C
Gunluk,Ocak,35,C
Yillik,Agustos,44,C
Aylik,Ocak,59,C
Aylik,Ocak,52,C
Aylik,Ekim,59,C
Aylik,Haziran,67,C
Gunluk,Haziran,47,C
Yillik,Haziran,20,C
Yillik,Kasim,56,C
Aylik,Mayis,24,C
Aylik,Temmuz,27,C
Aylik,Aralik,48,B
Gunluk,Haziran,56,C
Yillik,Nisan,25,C
Gunluk,Nisan,42,C
Gunluk,Ekim,47,C
Yillik,Temmuz,38,C
Gunluk,Aralik,28,A
Gunluk,Haziran,28,A
Yillik,Agustos,51,C
Gunluk,Subat,66,C
Aylik,Haziran,62,C
Yillik,Mart,29,C
Yillik,Haziran,46,C
Yillik,Mayis,33,C
Aylik,Mayis,38,B
Yillik,Subat,52,C
Yillik,Subat,49,C
Aylik,Mart,62,C
Yillik,Eylul,43,C
Gunluk,Temmuz,67,C
Aylik,Agustos,48,B
Gunluk,Subat,61,C
Yillik,Agustos,67,C
Aylik,Kasim,31,B
Yillik,Mayis,30,C
Yillik,Agustos,42,C
Gunluk,Subat,52,C
Yillik,Mayis,18,C
Yillik,Mayis,28,C
Aylik,Mart,35,B
Aylik,Agustos,30,B
Yillik,Aralik,64,C
Yillik,Ekim,52,C
Aylik,Haziran,28,C
Gunluk,Ocak,21,A
Aylik,Temmuz,56,C
Aylik,Ocak,54,C
Aylik,Aralik,46,B
Yillik,Mayis,18,C
Yillik,Aralik,31,C
Gunluk,Eylul,25,A
Aylik,Nisan,46,B
Gunluk,Aralik,20,A
Yillik,Subat,43,C
Aylik,Aralik,50,C
Aylik,Mart,62,C
Gunluk,Ekim,22,A
Gunluk,Temmuz,54,C
Yillik,Subat,49,C
Gunluk,Agustos,46,C
Gunluk,Haziran,48,C
Gunluk,Mayis,55,C
Aylik,Mayis,38,B
Aylik,Subat,18,C
Gunluk,Eylul,42,C
Gunluk,Nisan,21,A
Yillik,Subat,33,C
Gunluk,Temmuz,20,A
Aylik,Agustos,19,C
Yillik,Mayis,56,C
Yillik,Ocak,19,C
Yillik,Temmuz,49,C
Yillik,Mart,46,C
Yillik,Temmuz,48,C
Gunluk,Nisan,47,C
Gunluk,Kasim,18,A
Yillik,Mayis,45,C
Gunluk,Aralik,40,C
Yillik,Ekim,51,C
Aylik,Mayis,20,C
Yillik,Mayis,54,C
Gunluk,Haziran,38,C
Aylik,Mayis,55,C
Yillik,Mart,53,C
Yillik,Subat,45,C
Yillik,Nisan,27,C
Gunluk,Ekim,52,C
Gunluk,Mayis,58,C
Gunluk,Haziran,32,C
Gunluk,Temmuz,31,C
Yillik,Nisan,23,C
Gunluk,Mart,51,C
Gunluk,Subat,43,C
Aylik,Kasim,65,C
Aylik,Mayis,23,C
Gunluk,Mart,43,C
Aylik,Mart,51,C
Aylik,Mart,53,C
Gunluk,Kasim,51,C
Gunluk,Kasim,31,C
Yillik,Subat,46,C
Yillik,Agustos,48,C
Aylik,Aralik,56,C
Gunluk,Nisan,18,A
Yillik,Subat,67,C
Aylik,Temmuz,32,B
Aylik,Ocak,35,B
Yillik,Nisan,47,C
Yillik,Eylul,20,C
Aylik,Ekim,34,B
Gunluk,Ocak,40,C
Gunluk,Subat,19,A
Yillik,Aralik,34,C
Gunluk,Haziran,50,C
Yillik,Kasim,47,C
Aylik,Agustos,42,B
Yillik,Eylul,26,C
Aylik,Subat,44,B
Aylik,Eylul,40,B
Yillik,Eylul,61,C
Aylik,Agustos,43,B
Yillik,Mart,30,C
Yillik,Nisan,65,C
Yillik,Eylul,32,C
Yillik,Ekim,36,C
Yillik,Nisan,29,C
Aylik,Agustos,60,C
Gunluk,Ekim,48,C
Gunluk,Subat,33,C
Yillik,Subat,36,C
Aylik,Ekim,52,C
Yillik,Mayis,26,C
Gunluk,Eylul,40,C
Yillik,Mayis,64,C
Gunluk,Eylul,56,C
Gunluk,Ekim,47,C
Yillik,Mayis,56,C
Yillik,Haziran,21,C
Yillik,Mart,43,C
Yillik,Eylul,48,C
Aylik,Aralik,40,B
Aylik,Ocak,63,C
Yillik,Aralik,64,C
Gunluk,Mart,58,C
Aylik,Subat,63,C
Gunluk,Haziran,26,A
Aylik,Agustos,29,C
Aylik,Mayis,43,B
Aylik,Nisan,54,C
Aylik,Ocak,59,C
Gunluk,Aralik,34,C
Gunluk,Aralik,26,A
Yillik,Temmuz,28,C
Yillik,Kasim,45,C
Gunluk,Haziran,54,C
Yillik,Mayis,35,C
Gunluk,Subat,34,C
Gunluk,Aralik,56,C
Yillik,Temmuz,45,C
Yillik,Nisan,20,C
Aylik,Subat,56,C
Gunluk,Temmuz,24,A
Yillik,Ocak,65,C
Aylik,Nisan,62,C
Aylik,Nisan,23,C
Gunluk,Ocak,27,A
Gunluk,Mayis,30,C
Aylik,Haziran,65,C
Gunluk,Aralik,52,C
Gunluk,Haziran,40,C
Yillik,Agustos,61,C
Aylik,Temmuz,47,B
Aylik,Mart,60,C
Gunluk,Mayis,51,C
Yillik,Ocak,30,C
Aylik,Aralik,47,B
Yillik,Aralik,52,C
Gunluk,Kasim,37,C
Aylik,Aralik,52,C
Yillik,Ekim,32,C
Gunluk,Ocak,49,C
Gunluk,Nisan,50,C
Yillik,Kasim,26,C
Aylik,Haziran,30,B
Gunluk,Mayis,56,C
Gunluk,Haziran,49,C
Yillik,Ocak,66,C
Gunluk,Nisan,27,A
Yillik,Mayis,33,C
Yillik,Kasim,56,C
Gunluk,Eylul,27,A
Yillik,Mart,52,C
Aylik,Mart,41,B
Yillik,Haziran,35,C
Aylik,Nisan,52,C
Gunluk,Eylul,47,C
Yillik,Eylul,46,C
Yillik,Haziran,41,C
Gunluk,Temmuz,61,C
Gunluk,Ekim,55,C
Yillik,Mart,67,C
Aylik,Mart,34,B
Gunluk,Eylul,27,A
Gunluk,Ekim,24,A
Aylik,Mayis,55,C
Aylik,Ekim,51,C
Aylik,Aralik,30,B
Gunluk,Nisan,40,C
Gunluk,Nisan,42,C
Aylik,Agustos,26,C
Yillik,Mart,33,C
Yillik,Mayis,63,C
Gunluk,Mayis,64,C
Gunluk,Kasim,52,C
Gunluk,Subat,42,C
Gunluk,Kasim,65,C
Gunluk,Ocak,66,C
Aylik,Ocak,29,C
Aylik,Temmuz,53,C
Gunluk,Eylul,35,C
Yillik,Agustos,53,C
Aylik,Mayis,44,B
Aylik,Subat,29,C
Aylik,Aralik,31,B
Gunluk,Ekim,30,C
Yillik,Nisan,22,C
Aylik,Eylul,33,B
Aylik,Kasim,21,C
Gunluk,Agustos,18,A
Yillik,Ekim,23,C
Aylik,Mart,23,C
Yillik,Haziran,22,C
Yillik,Temmuz,30,C
Yillik,Kasim,30,C
Yillik,Eylul,40,C
Yillik,Aralik,54,C
Aylik,Agustos,52,C
Aylik,Eylul,26,C
Aylik,Temmuz,31,B
Yillik,Eylul,42,C
Yillik,Kasim,36,C
Gunluk,Subat,42,C
Gunluk,Agustos,41,C
Aylik,Ocak,48,B
Yillik,Ekim,35,C
Gunluk,Haziran,63,C
Gunluk,Ekim,44,C
Aylik,Temmuz,41,B
Gunluk,Mart,27,A
Aylik,Aralik,43,B
Aylik,Subat,54,C
Aylik,Nisan,25,C
Gunluk,Subat,40,C
Aylik,Temmuz,58,C
Aylik,Kasim,45,B
Gunluk,Mart,32,C
Yillik,Mayis,66,C
Gunluk,Ocak,55,C
Gunluk,Haziran,47,C
Yillik,Haziran,19,C
Aylik,Ekim,23,C
Aylik,Kasim,53,C
Yillik,Mayis,38,C
Aylik,Aralik,25,C
Aylik,Subat,66,C
Gunluk,Temmuz,31,C
Gunluk,Subat,22,A
Yillik,Agustos,23,C
Gunluk,Nisan,20,A
Aylik,Agustos,26,C
Gunluk,Nisan,64,C
Gunluk,Mayis,48,C
Gunluk,Eylul,46,C
Yillik,Eylul,38,C
Gunluk,Mayis,26,A
Gunluk,Mart,49,C
Aylik,Agustos,54,C
Gunluk,Mayis,44,C
Aylik,Subat,64,C
Yillik,Haziran,60,C
Gunluk,Subat,39,C
Gunluk,Subat,24,A
Aylik,Temmuz,25,C
Aylik,Subat,20,C
Gunluk,Temmuz,49,C
Yillik,Agustos,38,C
Aylik,Temmuz,66,C
Gunluk,Nisan,32,C
Yillik,Eylul,20,C
Aylik,Mayis,23,C
Gunluk,Mayis,54,C
Gunluk,Mart,22,A
Yillik,Ekim,39,C
Aylik,Kasim,32,B
Yillik,Subat,27,C
Gunluk,Kasim,39,C
Aylik,Mayis,37,B
Aylik,Haziran,24,C
Yillik,Subat,43,C
Gunluk,Temmuz,38,C
Aylik,Subat,29,C
Yillik,Ocak,35,C
Aylik,Haziran,25,C
Aylik,Haziran,40,B
Yillik,Haziran,51,C
Aylik,Agustos,29,C
Aylik,Aralik,58,C
Gunluk,Mayis,43,C
Gunluk,Subat,28,A
Aylik,Agustos,21,C
Yillik,Subat,38,C
Yillik,Kasim,45,C
Yillik,Aralik,55,C
Aylik,Agustos,44,B
Gunluk,Eylul,44,C
Gunluk,Subat,66,C
Yillik,Mayis,28,C
Gunluk,Temmuz,28,A
Gunluk,Ekim,61,C
Yillik,Ekim,37,C
Yillik,Ekim,58,C
Yillik,Kasim,35,C
Yillik,Nisan,40,C
Yillik,Mayis,52,C
Yillik,Mayis,51,C
Aylik,Ocak,58,C
Aylik,Nisan,44,B
Aylik,Mart,23,C
Aylik,Mayis,56,C
Yillik,Subat,52,C
Yillik,Haziran,20,C
Gunluk,Kasim,52,C
Yillik,Mayis,28,C
Gunluk,Temmuz,61,C
Gunluk,Eylul,35,C
Aylik,Ekim,40,B
Gunluk,Haziran,24,A
Yillik,Aralik,56,C
Yillik,Ekim,63,C
Gunluk,Kasim,66,C
Yillik,Ocak,37,C
Gunluk,Aralik,27,A
Yillik,Temmuz,58,C
Gunluk,Nisan,23,A
Aylik,Aralik,32,B
Gunluk,Ocak,41,C
Aylik,Ekim,50,C
Yillik,Mayis,46,C
Aylik,Eylul,34,B
Gunluk,Subat,54,C
Gunluk,Ocak,50,C
Gunluk,Kasim,53,C
Aylik,Aralik,31,B
Yillik,Aralik,28,C
Aylik,Kasim,57,C
Gunluk,Eylul,50,C
Aylik,Temmuz,65,C
Aylik,Ocak,49,B
Yillik,Haziran,21,C
Aylik,Mart,38,B
Aylik,Agustos,23,C
Aylik,Nisan,18,C
Yillik,Haziran,61,C
Yillik,Kasim,37,C
Gunluk,Subat,39,C
Yillik,Subat,36,C
Aylik,Subat,67,C
Gunluk,Subat,44,C
Gunluk,Subat,21,A
Gunluk,Eylul,47,C
Yillik,Haziran,38,C
Gunluk,Temmuz,45,C
Yillik,Aralik,62,C
Yillik,Agustos,52,C
Gunluk,Mart,66,C
Yillik,Kasim,22,C
Yillik,Ekim,32,C
Aylik,Ekim,42,B
Aylik,Nisan,31,B
Gunluk,Subat,23,A
Gunluk,Subat,28,A
Aylik,Aralik,40,B
Gunluk,Subat,22,A
Aylik,Subat,38,B
Yillik,Nisan,42,C
Aylik,Temmuz,60,C
Yillik,Nisan,58,C
Gunluk,Ekim,40,C
Aylik,Kasim,22,C
Gunluk,Kasim,41,C
Aylik,Mayis,56,C
Gunluk,Aralik,62,C
Gunluk,Mart,26,A
Gunluk,Agustos,57,C
Aylik,Ocak,38,B
Gunluk,Nisan,28,A
Gunluk,Mayis,66,C
Aylik,Subat,23,C
Gunluk,Nisan,61,C
Aylik,Subat,23,C
Aylik,Aralik,27,C
Yillik,Haziran,36,C
Yillik,Ekim,27,C
Gunluk,Aralik,27,A
Aylik,Nisan,58,C
Aylik,Nisan,40,B
Yillik,Nisan,42,C
Gunluk,Haziran,34,C
